Client_Income,Credit_Amount,Loan_Annuity,Age_Days,Employed_Days,Registration_Days,ID_Days,Phone_Change,Credit_Bureau,Divorce,Education_Days
15750.0,104585.4,3070.8,10251.0,3444.0,4473.0,1015.0,22.0,0.0,0,4380
11700.0,154602.0,4533.3,9782.0,643.0,2750.0,2458.0,470.0,0.0,0,4380
27000.0,114960.6,3045.6,13578.0,501.0,5977.0,781.0,1373.0,3.0,0,4380
22500.0,22500.0,2544.75,8330.0,1200.0,3577.0,3586.0,106.0,1.0,0,5840
6300.0,85500.0,2499.75,11191.0,1867.0,2130.0,4874.0,1577.0,1.0,0,4380
18000.0,52323.75,2557.8,17092.0,9358.0,7549.0,4286.0,778.0,5.0,0,4380
9000.0,90000.0,4595.4,16917.0,365243.0,855.0,4035.0,1889.0,1.0,0,5840
8100.0,28670.4,1513.8,17786.0,944.0,4901.0,4910.0,683.0,4.0,0,4380
58500.0,180000.0,5263.2,11933.0,1406.0,7936.0,4149.0,590.0,1.0,0,4380
16650.0,67950.0,3633.3,15124.0,6119.0,11535.0,2268.0,1887.0,2.0,0,5840
6750.0,18000.0,900.0,8141.0,592.0,6985.0,812.0,361.0,0.0,0,4380
18000.0,50849.55,2369.25,13225.0,304.0,9173.0,407.0,991.0,3.0,0,4380
22500.0,52128.0,3163.05,11126.0,2212.0,8738.0,4367.0,0.0,1.0,1,4380
15750.0,26064.0,2749.95,16538.0,365243.0,2928.0,3683.0,584.0,2.0,0,4380
22500.0,75519.0,3855.6,10276.0,500.0,4379.0,3086.0,1667.0,5.0,0,4380
13500.0,22500.0,2305.35,8587.0,942.0,6214.0,1192.0,25.0,0.0,0,4380
22500.0,143685.0,4214.25,18296.0,365243.0,5887.0,4600.0,756.0,1.0,0,5840
18000.0,39816.0,3158.55,9982.0,573.0,1295.0,2650.0,420.0,2.0,0,5110
15750.0,104256.0,3458.7,8172.0,1184.0,4882.0,661.0,469.0,0.0,1,4380
15750.0,116672.4,3077.55,14047.0,3138.0,11039.0,21.0,14.0,0.0,0,4380
8100.0,28350.0,1747.35,10485.0,2324.0,2322.0,3139.0,874.0,6.0,0,4380
45000.0,197107.2,6864.3,16396.0,4184.0,4780.0,3506.0,1921.0,0.0,0,4380
