Client_Income,Credit_Amount,Loan_Annuity,Age_Days,Employed_Days,Registration_Days,ID_Days,Phone_Change,Credit_Bureau,Divorce,Education_Days
13500.0,14391.0,1539.9,9701.0,2835.0,3141.0,922.0,194.0,0.0,1,5840
15750.0,25470.0,1671.3,7830.0,702.0,9157.0,3644.0,1820.0,0.0,0,5840
36000.0,196349.4,5179.5,14690.0,251.0,10861.0,1885.0,2225.0,0.0,0,4380
11250.0,45450.0,1341.9,11509.0,2126.0,5331.0,5009.0,50.0,1.0,0,4380
20250.0,54504.0,2664.0,8469.0,2029.0,6189.0,1675.0,932.0,3.0,0,4380
13500.0,54000.0,2300.85,10619.0,4535.0,2957.0,4164.0,0.0,1.0,0,4380
11250.0,56250.0,1827.45,14428.0,1889.0,8576.0,1612.0,1366.0,1.0,0,4380
9450.0,22500.0,1233.45,9053.0,1457.0,544.0,4943.0,1725.0,2.0,0,4380
11250.0,27000.0,1350.0,8718.0,1865.0,5482.0,3648.0,1339.0,1.0,0,4380
20250.0,53910.0,2765.25,9513.0,1052.0,4334.0,2183.0,1401.0,0.0,0,4380
9000.0,46350.0,1976.85,12814.0,5127.0,4700.0,14.0,1563.0,3.0,0,4380
22500.0,28440.0,2259.9,18041.0,1006.0,6968.0,3767.0,0.0,3.0,0,4380
15750.0,53170.65,2845.8,14400.0,3254.0,10277.0,1590.0,14.0,4.0,0,4380
22500.0,128835.0,3780.0,9372.0,2871.0,5646.0,4649.0,1678.0,2.0,0,4380
22500.0,112950.0,3745.8,16849.0,365243.0,3215.0,3207.0,1854.0,2.0,0,5840
18000.0,128835.0,3766.95,13388.0,4062.0,6817.0,564.0,1581.0,1.0,0,4380
18000.0,154602.0,4533.3,12964.0,377.0,3268.0,160.0,2858.0,8.0,0,4380
9900.0,30220.65,1595.25,13103.0,137.0,1329.0,303.0,574.0,2.0,0,4380
12600.0,152548.2,4036.95,19260.0,365243.0,11356.0,4987.0,1239.0,3.0,1,5840
13500.0,27000.0,1350.0,12679.0,545.0,3649.0,4396.0,1129.0,2.0,0,4380
13500.0,18000.0,1435.05,10322.0,196.0,4221.0,3006.0,0.0,1.0,0,5110
11475.0,52650.0,1711.35,13645.0,9500.0,1038.0,625.0,349.0,0.0,0,4380
13500.0,97128.0,5174.55,15254.0,3837.0,7252.0,2464.0,1623.0,2.0,0,4380
20250.0,24727.5,1954.8,9069.0,166.0,2505.0,4685.0,0.0,2.0,0,4380
58500.0,177363.9,4890.15,13436.0,5752.0,3977.0,611.0,1666.0,2.0,0,4380
11250.0,56249.1,2718.9,18426.0,365243.0,2266.0,4997.0,0.0,6.0,0,4380
27000.0,26955.0,1424.25,16535.0,1636.0,8866.0,3560.0,1459.0,1.0,0,5840
36000.0,45000.0,2097.9,14278.0,4747.0,7900.0,1456.0,1107.0,0.0,0,5840
9000.0,18770.4,1161.0,10367.0,2850.0,6620.0,4139.0,0.0,1.0,0,4380
9000.0,24750.0,1237.5,15208.0,1084.0,5574.0,2392.0,128.0,4.0,0,4380
24750.0,112500.0,3289.5,10919.0,834.0,2213.0,3515.0,527.0,1.0,0,5840
20250.0,132957.9,3656.25,10287.0,2193.0,7559.0,4626.0,0.0,0.0,0,4380
3825.0,9000.0,488.25,9912.0,393.0,2085.0,2085.0,1101.0,1.0,0,4380
11250.0,31500.0,1575.0,17656.0,365243.0,6664.0,4668.0,1088.0,1.0,0,4380
13500.0,16789.5,1775.7,9726.0,245.0,4122.0,2378.0,455.0,2.0,0,5840
11250.0,27363.6,2817.0,18656.0,1991.0,1435.0,4167.0,46.0,4.0,0,4380
6750.0,34380.0,1615.5,17467.0,13998.0,10432.0,3960.0,351.0,2.0,0,4380
11250.0,61033.5,2205.0,9010.0,2619.0,4262.0,1460.0,1934.0,3.0,0,4380
18000.0,104256.0,3458.7,10889.0,1780.0,8652.0,5075.0,2443.0,3.0,0,4380
10350.0,22500.0,1178.1,9832.0,1100.0,3859.0,1627.0,1518.0,1.0,0,5110
9000.0,27000.0,1350.0,10912.0,370.0,73.0,5005.0,1413.0,0.0,0,4380
11250.0,88884.0,3749.4,10479.0,2046.0,4539.0,2516.0,0.0,0.0,0,4380
11250.0,18000.0,900.0,7822.0,181.0,7512.0,484.0,304.0,1.0,0,4380
9000.0,10188.0,663.75,18495.0,1850.0,10047.0,4853.0,1181.0,3.0,0,4380
9000.0,45000.0,2583.45,10528.0,2926.0,8583.0,2064.0,1468.0,0.0,0,5840
14400.0,129350.25,3569.85,19878.0,365243.0,344.0,3986.0,755.0,1.0,0,4380
24750.0,135000.0,5733.0,7583.0,4498.0,2906.0,2949.0,0.0,2.0,0,4380
9540.0,31276.8,1650.6,11570.0,2560.0,2086.0,1364.0,2256.0,0.0,0,5840
9000.0,80865.0,2377.35,14403.0,5854.0,5735.0,1593.0,0.0,0.0,0,4380
9000.0,83538.0,4032.0,12330.0,6570.0,5042.0,6056.0,81.0,3.0,1,4380
11250.0,18450.0,1246.05,9415.0,774.0,754.0,1200.0,783.0,7.0,0,4380
