Client_Income,Credit_Amount,Loan_Annuity,Age_Days,Employed_Days,Registration_Days,ID_Days,Phone_Change,Credit_Bureau,Divorce,Education_Days
11250.0,32702.4,1603.35,17772.0,365243.0,7417.0,4773.0,0.0,5.0,0,5840
13500.0,28545.3,1470.15,8162.0,391.0,8131.0,745.0,0.0,0.0,0,5110
29250.0,189399.6,10391.85,15727.0,774.0,7060.0,2902.0,2123.0,7.0,0,4380
31500.0,90000.0,9693.0,15198.0,2352.0,4483.0,2383.0,1192.0,1.0,0,4380
11250.0,13753.8,1373.4,13898.0,4779.0,6357.0,1107.0,3014.0,4.0,0,4380
6750.0,13500.0,1430.55,7446.0,2063.0,953.0,3457.0,534.0,0.0,0,4380
9000.0,10188.0,1020.6,20881.0,365243.0,4907.0,4922.0,282.0,0.0,0,3285
15750.0,94230.0,2767.95,12408.0,4297.0,2689.0,3237.0,2228.0,0.0,0,4380
18000.0,10800.0,782.55,11552.0,4181.0,9485.0,3576.0,420.0,4.0,0,4380
21600.0,22500.0,1521.9,10197.0,620.0,923.0,2854.0,323.0,0.0,1,4380
9000.0,37532.25,1978.2,14993.0,483.0,1092.0,1882.0,34.0,0.0,0,4380
15750.0,128835.0,4156.2,11068.0,404.0,2800.0,2814.0,1510.0,5.0,0,4380
13500.0,82482.3,2424.6,11374.0,1863.0,2812.0,4632.0,1583.0,0.0,0,4380
23400.0,130500.0,3588.75,10849.0,4769.0,2277.0,3557.0,1094.0,0.0,0,4380
17100.0,67050.0,3119.85,15115.0,385.0,9834.0,2280.0,591.0,0.0,0,4380
6750.0,18000.0,900.0,16623.0,365243.0,9909.0,3659.0,444.0,0.0,0,4380
22500.0,67500.0,3459.6,10935.0,3632.0,5076.0,4187.0,1154.0,1.0,1,4380
13500.0,59256.0,4021.65,7518.0,748.0,4948.0,1612.0,361.0,0.0,0,4380
8550.0,18000.0,900.0,10664.0,1080.0,768.0,901.0,264.0,0.0,0,5840
9900.0,54504.0,2664.0,10498.0,705.0,961.0,647.0,676.0,3.0,0,5840
29250.0,30254.4,1153.35,18081.0,5277.0,10973.0,4071.0,723.0,1.0,0,4380
10350.0,22500.0,1304.55,20375.0,365243.0,4162.0,4784.0,0.0,2.0,0,4380
13500.0,27000.0,1350.0,13164.0,1931.0,10918.0,340.0,169.0,2.0,0,4380
6750.0,54449.1,1756.35,16241.0,365243.0,4793.0,2367.0,153.0,2.0,0,4380
