Client_Income,Credit_Amount,Loan_Annuity,Age_Days,Employed_Days,Registration_Days,ID_Days,Phone_Change,Credit_Bureau,Divorce,Education_Days
18000.0,70728.75,3009.6,19813.0,365243.0,159.0,4454.0,1603.0,7.0,0,5840
11250.0,13500.0,675.0,9042.0,338.0,1649.0,1649.0,1099.0,4.0,0,4380
11250.0,32840.55,2298.6,18950.0,365243.0,10984.0,4046.0,0.0,1.0,0,4380
21600.0,125640.0,3686.4,9889.0,2489.0,5093.0,2502.0,1806.0,6.0,0,4380
18000.0,53905.95,3023.1,17917.0,11699.0,4552.0,4566.0,813.0,1.0,0,4380
20250.0,123768.45,4921.65,13928.0,1997.0,4237.0,1019.0,2266.0,3.0,0,4380
22500.0,112950.0,5861.25,15610.0,2103.0,2104.0,2757.0,1772.0,4.0,0,4380
20250.0,18000.0,900.0,10241.0,2251.0,7870.0,4616.0,401.0,0.0,0,4380
22500.0,54000.0,1741.95,13973.0,1092.0,1674.0,1150.0,1259.0,6.0,0,4380
11700.0,6255.45,653.85,17916.0,365243.0,6677.0,5083.0,1671.0,2.0,0,4380
9000.0,28440.0,1864.35,8738.0,1110.0,1519.0,1425.0,72.0,2.0,0,4380
18000.0,28442.7,1913.85,19242.0,365243.0,1483.0,4990.0,384.0,2.0,0,5840
35100.0,52145.1,2841.75,9014.0,318.0,3312.0,4052.0,0.0,0.0,0,4380
6570.0,9891.0,716.4,17390.0,404.0,3446.0,4410.0,0.0,0.0,0,4380
7650.0,36036.45,950.4,8328.0,370.0,127.0,2388.0,640.0,3.0,0,4380
12600.0,52128.0,2295.9,16458.0,365243.0,9462.0,3659.0,463.0,1.0,0,4380
13500.0,28440.0,2259.9,9918.0,2948.0,4130.0,2597.0,1415.0,0.0,0,5840
11250.0,52128.0,2742.3,10243.0,173.0,1469.0,2196.0,1077.0,5.0,0,4380
11250.0,13500.0,675.0,10547.0,2913.0,1088.0,123.0,166.0,0.0,0,4380
12150.0,67500.0,3260.25,10728.0,1664.0,5285.0,3421.0,2698.0,1.0,0,4380
20250.0,36000.0,1598.85,15342.0,11684.0,7165.0,2544.0,10.0,0.0,0,4380
8100.0,13500.0,675.0,17448.0,365243.0,4465.0,4489.0,158.0,0.0,0,4380
22500.0,54734.4,2423.7,13904.0,2490.0,8508.0,1099.0,1203.0,1.0,0,5840
14850.0,92250.0,3048.75,14722.0,365243.0,2765.0,1664.0,483.0,9.0,0,4380
22500.0,31950.0,1197.0,9798.0,983.0,682.0,1433.0,686.0,4.0,0,5840
8550.0,21987.0,1164.15,9454.0,2014.0,9443.0,1981.0,458.0,1.0,0,4380
10350.0,68850.0,2472.75,9898.0,6969.0,555.0,5443.0,1801.0,5.0,0,4380
9000.0,9594.0,1030.95,19288.0,2738.0,4977.0,5005.0,384.0,1.0,0,4380
22500.0,52128.0,4106.25,8649.0,1226.0,2577.0,4260.0,362.0,3.0,0,4380
29250.0,77029.2,3276.45,16084.0,1304.0,3516.0,1625.0,2636.0,8.0,0,4380
22500.0,75519.0,3199.5,18081.0,365243.0,6554.0,5203.0,1532.0,0.0,0,4380
