Client_Income,Credit_Amount,Loan_Annuity,Age_Days,Employed_Days,Registration_Days,ID_Days,Phone_Change,Credit_Bureau,Divorce,Education_Days
15750.0,27000.0,1350.0,8565.0,180.0,4125.0,4006.0,360.0,0.0,0,5840
18000.0,58500.0,2999.7,14946.0,647.0,10235.0,2128.0,1816.0,8.0,0,4380
8100.0,14788.8,975.6,11364.0,434.0,9169.0,4372.0,475.0,0.0,0,4380
18000.0,107820.0,3491.1,8607.0,170.0,1510.0,4469.0,2187.0,0.0,0,4380
29250.0,43603.2,1566.0,9639.0,518.0,1300.0,410.0,1050.0,6.0,0,4380
22500.0,78192.0,4796.55,16228.0,6516.0,2959.0,3134.0,710.0,1.0,0,5840
9000.0,56605.5,1635.3,11695.0,1721.0,8679.0,4530.0,1983.0,1.0,0,4380
15750.0,27363.6,2665.35,10741.0,4211.0,2567.0,4208.0,1523.0,0.0,0,4380
15750.0,112500.0,3302.1,16881.0,12737.0,10919.0,4086.0,2718.0,2.0,1,4380
11250.0,47250.0,1986.3,8698.0,2696.0,3356.0,3356.0,504.0,3.0,0,5840
29250.0,27000.0,1350.0,9539.0,1628.0,4338.0,1259.0,595.0,3.0,0,5840
13500.0,35204.4,1264.5,17814.0,365243.0,2068.0,4934.0,1452.0,2.0,0,4380
6750.0,27627.75,1498.5,15577.0,290.0,2757.0,2784.0,2727.0,1.0,0,4380
22500.0,17184.15,1263.15,10037.0,2890.0,3971.0,5168.0,1988.0,3.0,0,4380
11250.0,64692.0,2389.5,9860.0,459.0,19.0,4662.0,470.0,3.0,0,4380
33750.0,54734.4,1979.1,19332.0,365243.0,4024.0,4026.0,2239.0,7.0,0,5110
18450.0,45000.0,2250.0,19686.0,7540.0,11943.0,4412.0,701.0,3.0,0,4380
11250.0,45000.0,2097.9,11654.0,6180.0,7336.0,4107.0,1787.0,0.0,0,4380
18000.0,36000.0,1800.0,13154.0,2262.0,6055.0,335.0,452.0,9.0,0,5840
13500.0,35204.4,1340.1,15629.0,3125.0,7334.0,291.0,2444.0,4.0,0,5840
27000.0,50746.95,4022.55,10351.0,3133.0,4188.0,3136.0,676.0,0.0,0,5840
27000.0,59301.0,1712.25,18882.0,365243.0,10231.0,4226.0,1102.0,1.0,0,4380
45000.0,67500.0,3247.2,8588.0,2187.0,6115.0,2395.0,477.0,0.0,0,5840
15750.0,54504.0,3978.9,8087.0,275.0,2440.0,600.0,799.0,1.0,0,4380
33750.0,61261.2,2608.65,17874.0,3105.0,10561.0,3998.0,1871.0,4.0,0,4380
45000.0,67500.0,2762.1,7728.0,2907.0,2526.0,709.0,114.0,0.0,0,4380
11250.0,11250.0,1194.3,14340.0,5181.0,9849.0,1510.0,3420.0,3.0,0,4380
14400.0,102474.0,4354.65,15276.0,2303.0,5490.0,2403.0,578.0,0.0,0,4380
9900.0,27000.0,1738.35,10384.0,6239.0,928.0,4822.0,40.0,0.0,0,4380
6750.0,9169.2,1000.35,8197.0,3045.0,8241.0,4046.0,0.0,2.0,0,4380
15750.0,27000.0,1350.0,15823.0,1539.0,9802.0,2112.0,68.0,2.0,0,5110
22500.0,22500.0,1107.45,16526.0,6577.0,1602.0,3633.0,2436.0,2.0,0,4380
15750.0,40950.0,3248.1,11914.0,1931.0,1382.0,5013.0,466.0,1.0,0,4380
6750.0,23985.0,2349.45,21019.0,16538.0,7392.0,4054.0,386.0,0.0,0,4380
12150.0,112500.0,3289.5,10715.0,529.0,1548.0,4328.0,622.0,1.0,0,5840
27000.0,22500.0,1125.0,10646.0,834.0,698.0,4184.0,0.0,0.0,0,5840
31500.0,42976.35,3408.3,13920.0,1978.0,4549.0,839.0,0.0,0.0,1,4380
29250.0,112500.0,4474.8,19712.0,365243.0,5197.0,4483.0,1625.0,3.0,0,4380
16650.0,25470.0,1570.95,20762.0,365243.0,5372.0,4338.0,2559.0,6.0,0,4380
11250.0,27252.0,2165.85,8118.0,897.0,6799.0,799.0,689.0,2.0,0,5110
11250.0,105750.0,3105.0,9796.0,4203.0,7490.0,3088.0,1928.0,1.0,1,4380
15750.0,27000.0,1350.0,10516.0,1714.0,4528.0,3041.0,35.0,0.0,0,4380
12150.0,50849.55,2239.65,20087.0,365243.0,9416.0,4358.0,3329.0,1.0,0,5840
15750.0,57362.85,2772.45,8228.0,93.0,8202.0,873.0,787.0,3.0,0,4380
9000.0,31500.0,1575.0,19070.0,365243.0,12818.0,1788.0,1501.0,6.0,0,4380
13500.0,45000.0,4383.9,15475.0,2566.0,3080.0,2647.0,818.0,5.0,0,4380
9000.0,90000.0,2644.65,15916.0,146.0,495.0,3056.0,2273.0,0.0,0,5840
33750.0,110700.0,4690.35,12158.0,8331.0,2154.0,4322.0,0.0,1.0,0,5840
27000.0,112500.0,4461.75,10624.0,2477.0,615.0,4221.0,1248.0,2.0,0,4380
12150.0,26100.0,2594.25,9281.0,3642.0,2037.0,4441.0,1660.0,1.0,0,4380
10800.0,23181.3,1661.4,10626.0,1905.0,3297.0,4747.0,2561.0,8.0,0,4380
10350.0,63000.0,1661.85,17538.0,365243.0,6522.0,4130.0,2344.0,4.0,0,4380
