Client_Income,Credit_Amount,Loan_Annuity,Age_Days,Employed_Days,Registration_Days,ID_Days,Phone_Change,Credit_Bureau,Divorce,Education_Days
18000.0,27627.75,2227.95,12669.0,3291.0,8942.0,4476.0,0.0,5.0,0,4380
36000.0,102588.75,10007.1,11449.0,4453.0,5793.0,4120.0,2910.0,2.0,0,5840
13500.0,31500.0,1939.95,16108.0,11500.0,8549.0,3282.0,2152.0,2.0,0,4380
13500.0,13050.0,1418.4,10193.0,608.0,4572.0,2850.0,307.0,1.0,0,4380
13500.0,94147.2,4819.95,10429.0,2811.0,6605.0,4887.0,1942.0,3.0,0,4380
18000.0,25470.0,2755.8,10284.0,2915.0,4805.0,2661.0,1756.0,2.0,0,4380
13500.0,30146.4,2206.8,17702.0,1387.0,6203.0,4361.0,1107.0,2.0,0,4380
12375.0,81404.1,2393.1,12652.0,464.0,7759.0,3982.0,491.0,2.0,0,3285
13500.0,48149.55,3351.15,10682.0,2152.0,4858.0,4870.0,2511.0,1.0,0,4380
37350.0,64984.95,6671.7,13751.0,1575.0,1737.0,949.0,1565.0,2.0,0,4380
18000.0,54504.0,2650.95,9729.0,4725.0,7531.0,1912.0,744.0,1.0,0,4380
8550.0,75519.0,2994.75,13858.0,1165.0,1555.0,1046.0,970.0,0.0,0,4380
11250.0,52128.0,2840.85,12094.0,1559.0,1272.0,5091.0,1054.0,0.0,0,4380
11250.0,35972.55,1368.9,19612.0,5417.0,12992.0,4924.0,2160.0,2.0,0,4380
13500.0,37314.0,2506.5,7830.0,235.0,140.0,2661.0,887.0,2.0,1,5110
17550.0,50849.55,2029.5,12239.0,3093.0,8477.0,4037.0,0.0,0.0,0,4380
29700.0,134550.0,5349.15,15227.0,1333.0,4283.0,2089.0,1425.0,6.0,0,5840
18000.0,40752.0,2506.05,17125.0,365243.0,8737.0,4312.0,26.0,3.0,0,4380
8100.0,112950.0,3118.95,19171.0,365243.0,2546.0,3306.0,795.0,2.0,0,4380
11250.0,40878.0,1988.1,9200.0,2374.0,7172.0,72.0,881.0,2.0,1,4380
18000.0,22500.0,869.85,7654.0,2783.0,1685.0,3282.0,2.0,0.0,0,5110
11250.0,26683.2,2077.65,7855.0,1406.0,10625.0,1335.0,1235.0,4.0,0,5110
18900.0,118205.1,3919.5,13680.0,1472.0,969.0,871.0,1089.0,1.0,0,5840
22500.0,94809.6,3702.6,9604.0,2151.0,1014.0,2224.0,778.0,3.0,0,5840
6750.0,90000.0,2631.6,18169.0,365243.0,14490.0,4116.0,2303.0,1.0,0,4380
22500.0,59256.0,3115.35,10069.0,2138.0,3322.0,4490.0,1749.0,2.0,0,5840
5400.0,4797.0,508.95,7701.0,623.0,2512.0,3983.0,1660.0,2.0,0,5840
25200.0,74008.8,3272.85,20101.0,13221.0,2778.0,4585.0,2.0,0.0,0,5840
17100.0,106650.0,4531.5,18288.0,365243.0,3164.0,4259.0,0.0,2.0,0,4380
15750.0,30189.6,2349.0,11286.0,2148.0,7323.0,4397.0,1566.0,1.0,0,4380
27000.0,85588.2,3639.15,10515.0,3098.0,4774.0,1581.0,802.0,1.0,0,5840
13500.0,52128.0,3150.0,12763.0,1270.0,5081.0,5231.0,1175.0,2.0,1,4380
13500.0,63448.2,2059.65,9232.0,1182.0,3096.0,3129.0,490.0,1.0,0,4380
12600.0,22500.0,1125.0,16374.0,13243.0,10670.0,3477.0,1683.0,2.0,0,4380
15750.0,77029.2,3480.75,12798.0,630.0,5232.0,3.0,0.0,1.0,0,4380
13500.0,62553.6,2524.5,9039.0,3256.0,6828.0,5076.0,1091.0,3.0,0,4380
13500.0,36489.6,1992.6,18888.0,365243.0,9960.0,4146.0,2091.0,0.0,0,3285
18000.0,13500.0,1417.5,11599.0,1371.0,9353.0,3892.0,0.0,4.0,0,5840
19350.0,51963.3,5337.45,16652.0,365243.0,10927.0,3804.0,2059.0,3.0,0,4380
18000.0,110563.2,3245.85,11332.0,4689.0,1905.0,3395.0,106.0,0.0,0,4380
12150.0,76022.55,3233.7,18512.0,365243.0,3984.0,4146.0,1144.0,1.0,0,4380
22500.0,90000.0,3569.4,19407.0,365243.0,12704.0,4441.0,0.0,4.0,0,4380
11250.0,18000.0,900.0,7809.0,978.0,7738.0,465.0,0.0,4.0,0,4380
13500.0,22500.0,1125.0,13115.0,4282.0,125.0,243.0,158.0,0.0,0,4380
8100.0,23850.0,1344.6,16699.0,365243.0,3766.0,3775.0,914.0,0.0,0,5840
18000.0,76022.55,3233.7,18676.0,7827.0,9494.0,2378.0,579.0,1.0,0,5840
12600.0,18000.0,900.0,8814.0,5165.0,6255.0,466.0,50.0,0.0,0,4380
27000.0,67950.0,2707.65,7653.0,2826.0,396.0,2954.0,0.0,1.0,0,4380
11250.0,77029.2,3276.45,11574.0,6989.0,6232.0,4728.0,1815.0,2.0,0,4380
11250.0,64076.4,2482.65,7976.0,1674.0,686.0,1860.0,939.0,1.0,0,4380
22500.0,112500.0,4779.45,9291.0,1921.0,9022.0,509.0,1568.0,2.0,0,5840
13500.0,25470.0,1435.05,21015.0,365243.0,5118.0,3914.0,62.0,1.0,0,4380
31500.0,65449.8,4667.4,17308.0,2473.0,11316.0,1551.0,925.0,4.0,0,5840
9000.0,18000.0,900.0,10427.0,322.0,4514.0,4924.0,225.0,0.0,0,4380
22500.0,148365.0,6299.1,12753.0,1483.0,10512.0,4765.0,1731.0,5.0,0,5840
4500.0,18770.4,1061.1,9478.0,1077.0,975.0,4443.0,1951.0,2.0,0,4380
9450.0,22500.0,1233.45,10842.0,754.0,4838.0,3510.0,213.0,2.0,0,4380
15750.0,52650.0,3234.15,17192.0,365243.0,4953.0,3861.0,629.0,3.0,0,4380
12600.0,10188.0,1020.6,9646.0,119.0,4041.0,2326.0,588.0,6.0,0,4380
6750.0,45450.0,2550.6,10718.0,3852.0,6698.0,1018.0,0.0,0.0,0,4380
6750.0,81666.0,2647.35,8532.0,723.0,5067.0,1502.0,667.0,0.0,0,4380
11250.0,24727.5,1733.85,19210.0,365243.0,2178.0,4504.0,0.0,1.0,0,4380
16200.0,36000.0,1800.0,8123.0,110.0,5108.0,4150.0,3203.0,0.0,0,5840
6750.0,13500.0,675.0,11303.0,4209.0,8461.0,4190.0,12.0,2.0,0,4380
11250.0,17550.0,1187.1,10721.0,1386.0,5372.0,3344.0,8.0,1.0,0,4380
15750.0,33163.2,3584.7,7669.0,1377.0,5619.0,425.0,386.0,1.0,0,4380
20250.0,59256.0,3227.4,17568.0,365243.0,2564.0,4624.0,246.0,3.0,0,4380
9000.0,31500.0,1544.85,9991.0,1529.0,4041.0,2650.0,1112.0,1.0,0,4380
