Client_Income,Credit_Amount,Loan_Annuity,Age_Days,Employed_Days,Registration_Days,ID_Days,Phone_Change,Credit_Bureau,Divorce,Education_Days
9000.0,19915.2,1017.9,16752.0,365243.0,3635.0,3643.0,2683.0,0.0,0,4380
8100.0,21564.0,1624.95,19016.0,365243.0,8753.0,4643.0,410.0,1.0,0,4380
22500.0,180000.0,4963.05,7795.0,344.0,5313.0,4095.0,682.0,5.0,0,4380
54000.0,90000.0,4500.0,11216.0,2088.0,26.0,4878.0,326.0,8.0,0,5840
11250.0,45450.0,2609.1,17867.0,365243.0,939.0,4485.0,279.0,4.0,0,4380
13500.0,20250.0,1012.5,16452.0,3481.0,10286.0,3522.0,538.0,2.0,0,5840
18000.0,73500.3,4117.05,13574.0,4617.0,8571.0,761.0,1709.0,0.0,0,4380
13950.0,22500.0,2205.0,21043.0,365243.0,11054.0,4367.0,1542.0,5.0,0,4380
22500.0,67500.0,2973.15,18149.0,365243.0,6088.0,4173.0,2380.0,3.0,0,4380
18000.0,83560.5,2443.05,10363.0,278.0,4463.0,4793.0,25.0,1.0,0,4380
4500.0,80865.0,2377.35,17934.0,365243.0,4723.0,4099.0,1191.0,1.0,0,4380
11250.0,27000.0,1313.1,10385.0,598.0,3524.0,3043.0,724.0,6.0,0,5110
22500.0,166141.8,4581.9,8370.0,4596.0,3581.0,3596.0,1328.0,0.0,1,4380
14400.0,12735.0,1524.15,10465.0,1595.0,8189.0,4422.0,1489.0,4.0,0,4380
20250.0,78169.5,2298.6,14033.0,1690.0,4235.0,1166.0,729.0,6.0,0,4380
12150.0,50849.55,2167.2,11123.0,559.0,3124.0,4549.0,1451.0,0.0,0,4380
6750.0,13477.5,1093.5,14581.0,894.0,8297.0,1756.0,0.0,0.0,0,4380
13500.0,55380.6,2677.05,18406.0,365243.0,3543.0,4436.0,529.0,8.0,0,4380
11250.0,64008.0,3126.15,12753.0,3060.0,2877.0,3094.0,525.0,0.0,1,4380
6750.0,83560.5,2973.6,16216.0,4515.0,3080.0,3080.0,671.0,5.0,0,5840
22500.0,23985.0,2349.45,21390.0,365243.0,6868.0,3915.0,2162.0,2.0,0,4380
6750.0,15825.6,1114.2,21180.0,365243.0,8825.0,1000.0,1074.0,3.0,0,4380
17100.0,76022.55,3028.05,11458.0,3705.0,355.0,4747.0,1125.0,2.0,0,4380
13950.0,27000.0,1350.0,8408.0,3104.0,590.0,3251.0,359.0,0.0,0,4380
13500.0,24727.5,2281.05,9512.0,212.0,3697.0,31.0,0.0,1.0,1,4380
13500.0,67500.0,2190.6,9518.0,981.0,3375.0,4912.0,990.0,1.0,0,5840
20250.0,105644.7,3101.85,17483.0,2242.0,91.0,4648.0,0.0,1.0,0,4380
15750.0,7200.0,750.6,19135.0,365243.0,9996.0,4120.0,1766.0,0.0,0,4380
6300.0,10350.0,830.7,18850.0,365243.0,13278.0,4391.0,0.0,5.0,0,4380
4500.0,4797.0,487.35,10965.0,3012.0,3843.0,2966.0,760.0,0.0,0,4380
16200.0,31410.0,1716.75,11376.0,1863.0,8799.0,5781.0,1196.0,2.0,0,4380
12600.0,100692.0,4006.35,9741.0,298.0,4032.0,925.0,879.0,4.0,0,4380
7650.0,28440.0,1588.05,15555.0,213.0,9072.0,2721.0,1737.0,0.0,0,4380
12600.0,35100.0,2255.85,11019.0,727.0,5693.0,5110.0,558.0,3.0,0,4380
9675.0,80865.0,2317.5,18333.0,365243.0,10807.0,4150.0,558.0,1.0,0,4380
13500.0,32702.4,2198.25,13643.0,4611.0,2608.0,811.0,779.0,0.0,0,4380
25650.0,105493.5,4469.4,11828.0,1803.0,8050.0,4892.0,348.0,3.0,0,5840
