Client_Income,Credit_Amount,Loan_Annuity,Age_Days,Employed_Days,Registration_Days,ID_Days,Phone_Change,Credit_Bureau,Divorce,Education_Days
13500.0,125640.0,3686.4,12648.0,2010.0,7173.0,4487.0,1343.0,0.0,0,4380
22500.0,13500.0,1430.55,9822.0,3139.0,4619.0,2480.0,1909.0,3.0,0,4380
13500.0,8532.0,583.2,7621.0,907.0,2095.0,3547.0,1409.0,3.0,0,4380
22500.0,40500.0,2025.0,14545.0,888.0,12236.0,1699.0,505.0,1.0,0,4380
13500.0,25470.0,1658.25,9039.0,1595.0,3899.0,1720.0,1478.0,3.0,0,4380
11250.0,49752.0,3337.65,7970.0,3328.0,5110.0,4164.0,722.0,0.0,0,5840
17100.0,31343.85,3113.1,17129.0,5287.0,9850.0,3309.0,0.0,1.0,0,4380
22500.0,54449.1,2109.6,10212.0,594.0,1353.0,1324.0,269.0,1.0,0,4380
15750.0,81404.1,2625.75,15260.0,4183.0,3677.0,2337.0,0.0,0.0,0,4380
9900.0,27363.6,2174.85,11958.0,2551.0,5124.0,5339.0,2057.0,1.0,0,4380
7200.0,26955.0,1187.1,9649.0,3393.0,6767.0,4077.0,878.0,0.0,1,4380
16650.0,60750.0,1789.2,15609.0,365243.0,7278.0,2804.0,275.0,2.0,0,4380
9000.0,18000.0,900.0,9516.0,2585.0,2680.0,2180.0,945.0,2.0,0,4380
9000.0,27627.75,2182.5,9241.0,120.0,5580.0,4270.0,263.0,5.0,0,4380
14400.0,52863.3,2712.15,15294.0,1295.0,8727.0,1823.0,1311.0,5.0,0,4380
11250.0,5094.0,516.6,20954.0,4851.0,7726.0,3034.0,1486.0,5.0,0,4380
31500.0,20250.0,1012.5,10224.0,590.0,2108.0,2605.0,0.0,0.0,0,5840
27000.0,53691.75,2741.4,17666.0,2730.0,4723.0,4723.0,1203.0,2.0,0,5840
15750.0,49049.55,2613.15,13686.0,8010.0,7042.0,863.0,1505.0,1.0,0,5840
22500.0,34551.0,1777.05,12894.0,9627.0,7020.0,100.0,620.0,3.0,0,4380
13500.0,14263.2,1402.2,14563.0,680.0,10494.0,1762.0,1154.0,1.0,0,4380
27000.0,67950.0,3807.0,16616.0,445.0,6625.0,3528.0,0.0,0.0,0,4380
